t,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,geometry,TIMEDELTA,speed,prev_pt,direction,turning_angle,state
2020-05-15 16:49:00,2020-12,A69-9001-4324,5/15/2020 16:49,5183.04,5221.4,5.0,34.401085,-119.547217,4,2.9,,,,,In_D In_E Off_E PB,In_D In_E Off_E PB,POINT (-119.547217 34.401085),0 days 00:00:00,0.6224800126412808,,2.621917451744139,0.0,0
2020-05-15 16:52:00,2020-12,A69-9001-4324,5/15/2020 16:52,5188.22,5333.38,5.0,34.402094,-119.547161,1,6.9,,,,,In_D In_E Off_D OS2,In_E Off_D OS2,POINT (-119.547161 34.402094),0 days 00:03:00,0.6224800126412808,POINT (-119.547217 34.401085),2.621917451744139,9.343556082057898,0
2020-05-15 16:54:00,2020-12,A69-9001-4324,5/15/2020 16:54,5204.55,5410.25,5.0,34.402787,-119.546983,10,3.8,,,,,In_D In_E Off_E Off_F PB,In_D In_E Off_E Off_F PB,POINT (-119.546983 34.402787),0 days 00:02:00,0.6549764726730606,POINT (-119.547161 34.402094),11.965473533802026,-77.22750213055599,0
2020-05-15 16:59:00,2020-12,A69-9001-4324,5/15/2020 16:59,4934.14,5534.24,5.0,34.403905,-119.549924,4,3.2,,,,,In_D Off_D Off_E OS2,In_D Off_D Off_E OS2,POINT (-119.549924 34.403905),0 days 00:05:00,0.9916532422002985,POINT (-119.546983 34.402787),294.73797140324604,-7.634603966078895,0
2020-05-15 17:04:00,2020-12,A69-9001-4324,5/15/2020 17:04,4690.39,5608.92,5.0,34.404578,-119.552575,2,3.7,,,,,In_C Off_D Off_E OS2,In_C Off_D Off_E OS2,POINT (-119.552575 34.404578),0 days 00:05:00,0.8497418239254053,POINT (-119.549924 34.403905),287.10336743716715,-66.03441340572716,0
2020-05-15 17:06:00,2020-12,A69-9001-4324,5/15/2020 17:06,4626.43,5535.8,5.0,34.403919,-119.553271,14,2.6,,,,,In_B In_C In_D Off_C Off_D OS2,In_B In_C In_D Off_C Off_D OS2,POINT (-119.553271 34.403919),0 days 00:02:00,0.8096289005414924,POINT (-119.552575 34.404578),221.06895403143997,90.90830715334094,0
2020-05-15 17:08:00,2020-12,A69-9001-4324,5/15/2020 17:08,4569.72,5586.56,5.0,34.404377,-119.553888,1,3.1,,,,,Off_C Off_D OS2,Off_C Off_D OS2,POINT (-119.553888 34.404377),0 days 00:02:00,0.6346219261171923,POINT (-119.553271 34.403919),311.9772611847809,22.17131294938223,0
2020-05-15 17:10:00,2020-12,A69-9001-4324,5/15/2020 17:10,4527.33,5673.64,5.0,34.405162,-119.554349,4,2.7,,,,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.554349 34.405162),0 days 00:02:00,0.8070650003819793,POINT (-119.553888 34.404377),334.14857413416314,27.056726683048165,0
2020-05-15 17:12:00,2020-12,A69-9001-4324,5/15/2020 17:12,4529.93,5795.54,5.0,34.40626,-119.554321,11,2.8,,,,,In_B In_C In_D Off_B Off_C Off_D OS1 OS2,In_C In_D Off_B Off_D OS1 OS2,POINT (-119.554321 34.40626),0 days 00:02:00,1.0152337741436837,POINT (-119.554349 34.405162),1.2053008172112527,43.62149711203402,0
2020-05-15 17:14:00,2020-12,A69-9001-4324,5/15/2020 17:14,4613.75,5879.48,5.0,34.407017,-119.553409,7,3.1,,,,,In_B In_C Off_C Off_D OS2,In_B In_C Off_C Off_D OS2,POINT (-119.553409 34.407017),0 days 00:02:00,0.9889194271258098,POINT (-119.554321 34.40626),44.82679792924529,-34.921263521783146,0
2020-05-15 17:17:00,2020-12,A69-9001-4324,5/15/2020 17:17,4629.11,5967.03,5.0,34.407806,-119.553242,3,6.1,,,,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.553242 34.407806),0 days 00:03:00,0.4936676130292896,POINT (-119.553409 34.407017),9.905534407462142,-62.49303463655888,0
2020-05-15 17:20:00,2020-12,A69-9001-4324,5/15/2020 17:20,4462.14,6094.13,5.0,34.408952,-119.555058,1,4.6,,,,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.555058 34.408952),0 days 00:03:00,1.1658431303577768,POINT (-119.553242 34.407806),307.41249977090325,6.940263385720596,0
2020-05-15 17:22:00,2020-12,A69-9001-4324,5/15/2020 17:22,4395.1,6159.3,5.0,34.40954,-119.555787,4,3.7,,,,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,POINT (-119.555787 34.40954),0 days 00:02:00,0.7793657071639599,POINT (-119.555058 34.408952),314.35276315662384,-10.325144240544311,0
2020-05-15 17:24:00,2020-12,A69-9001-4324,5/15/2020 17:24,4306.5,6218.94,5.0,34.410077,-119.556751,1,4.8,,,,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.556751 34.410077),0 days 00:02:00,0.8898969277396999,POINT (-119.555787 34.40954),304.0276189160795,-6.540141643512416,0
2020-05-15 17:26:00,2020-12,A69-9001-4324,5/15/2020 17:26,4188.24,6280.12,5.0,34.410629,-119.558037,8,3.7,,,,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_A Off_B Off_C OS1,POINT (-119.558037 34.410629),0 days 00:02:00,1.1095680966084733,POINT (-119.556751 34.410077),297.4874772725671,26.764233010607363,0
2020-05-15 17:28:00,2020-12,A69-9001-4324,5/15/2020 17:28,4122.79,6370.66,5.0,34.411445,-119.558749,3,5.0,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.558749 34.411445),0 days 00:02:00,0.9308964624091643,POINT (-119.558037 34.410629),324.2517102831745,-19.690014408162085,0
2020-05-15 17:31:00,2020-12,A69-9001-4324,5/15/2020 17:31,4005.02,6451.51,5.0,34.412173,-119.56003,2,5.7,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B OS1,POINT (-119.56003 34.412173),0 days 00:03:00,0.7933293389258231,POINT (-119.558749 34.411445),304.5616958750124,-138.0359653165139,1
2020-05-15 17:36:00,2020-12,A69-9001-4324,5/15/2020 17:36,4021.26,6384.22,5.0,34.411567,-119.559854,10,3.5,,,,,In_B In_C Off_A Off_B Off_C OS1,In_B In_C Off_A Off_B Off_C OS1,POINT (-119.559854 34.411567),0 days 00:05:00,0.2304781604703012,POINT (-119.56003 34.412173),166.52573055849848,106.09707771741607,1
2020-05-15 17:41:00,2020-12,A69-9001-4324,5/15/2020 17:41,3989.6,6385.69,5.0,34.41158,-119.560198,8,3.0,,,,,In_A In_B In_C Off_A Off_B Off_C OS1,In_A In_B In_C Off_A Off_B OS1,POINT (-119.560198 34.41158),0 days 00:05:00,0.10553044967038243,POINT (-119.559854 34.411567),272.62280827591457,34.381580221279016,1
2020-05-15 17:43:00,2020-12,A69-9001-4324,5/15/2020 17:43,3889.99,6460.44,5.0,34.412254,-119.561282,1,7.2,,,,,In_B Off_A Off_B OS1,In_B Off_A Off_B,POINT (-119.561282 34.412254),0 days 00:02:00,1.0382278004358858,POINT (-119.560198 34.41158),307.0043884971936,-3.7431755234655935,0
2020-05-15 17:47:00,2020-12,A69-9001-4324,5/15/2020 17:47,3820.65,6505.72,5.0,34.412662,-119.562036,5,3.5,,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.562036 34.412662),0 days 00:04:00,0.34494427672054534,POINT (-119.561282 34.412254),303.261212973728,27.74969313100024,0
2020-05-15 17:49:00,2020-12,A69-9001-4324,5/15/2020 17:49,3770.69,6595.54,5.0,34.413472,-119.56258,5,4.0,,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.56258 34.413472),0 days 00:02:00,0.8569516366909729,POINT (-119.562036 34.412662),331.01090610472824,-57.92563761796766,0
2020-05-15 17:51:00,2020-12,A69-9001-4324,5/15/2020 17:51,3648.67,6602.13,5.0,34.413531,-119.563907,1,10.3,,,,,In_A Off_B OS1,In_A Off_B OS1,POINT (-119.563907 34.413531),0 days 00:02:00,1.0181068582860717,POINT (-119.56258 34.413472),273.0852684867606,25.916989906320676,0
2020-05-15 17:53:00,2020-12,A69-9001-4324,5/15/2020 17:53,3564.67,6648.54,5.0,34.413949,-119.564821,3,10.4,,,,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.564821 34.413949),0 days 00:02:00,0.7997733330269358,POINT (-119.563907 34.413531),299.00225839308126,-83.1748369877635,0
2020-05-15 17:57:00,2020-12,A69-9001-4324,5/15/2020 17:57,3464.75,6510.84,5.0,34.412708,-119.565907,1,4.1,,,,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.565907 34.412708),0 days 00:04:00,0.7085742221951464,POINT (-119.564821 34.413949),215.82742140531778,-112.97304217356277,0
2020-05-15 17:59:00,2020-12,A69-9001-4324,5/15/2020 17:59,3585.42,6483.41,5.0,34.412461,-119.564595,1,3.3,,,,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.564595 34.412461),0 days 00:02:00,1.030771387464542,POINT (-119.565907 34.412708),102.85437923175499,0.9855584695817572,0
2020-05-15 18:01:00,2020-12,A69-9001-4324,5/15/2020 18:01,3687.13,6458.53,5.0,34.412236,-119.563488,3,3.2,,,,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.563488 34.412236),0 days 00:02:00,0.8732417203712058,POINT (-119.564595 34.412461),103.83993770133674,5.63593803383044,0
2020-05-15 18:03:00,2020-12,A69-9001-4324,5/15/2020 18:03,3808.77,6415.64,5.0,34.41185,-119.562165,5,3.0,,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.562165 34.41185),0 days 00:02:00,1.0745718140901868,POINT (-119.563488 34.412236),109.47587573516716,3.963600377729105,0
2020-05-15 18:05:00,2020-12,A69-9001-4324,5/15/2020 18:05,3893.07,6379.27,5.0,34.411522,-119.561248,4,3.2,,,,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B,POINT (-119.561248 34.411522),0 days 00:02:00,0.7651871746457598,POINT (-119.562165 34.41185),113.43947611289627,-6.210792187198312,0
2020-05-15 18:06:00,2020-12,A69-9001-4324,5/15/2020 18:06,3983.65,6351.25,5.0,34.41127,-119.560263,2,3.2,,,,,In_A In_B Off_B OS1,In_A In_B Off_B OS1,POINT (-119.560263 34.41127),0 days 00:01:00,1.5795737817957922,POINT (-119.561248 34.411522),107.22868392569796,-7.868102665052555,0
2020-05-15 18:08:00,2020-12,A69-9001-4324,5/15/2020 18:08,4087.07,6334.31,5.0,34.411117,-119.559138,5,3.7,,,,,In_B Off_A Off_B Off_C OS1,In_B Off_A Off_B Off_C OS1,POINT (-119.559138 34.411117),0 days 00:02:00,0.8734391583710541,POINT (-119.560263 34.41127),99.3605812606454,3.2081902517220455,0
2020-05-15 18:10:00,2020-12,A69-9001-4324,5/15/2020 18:10,4205.03,6308.07,5.0,34.410881,-119.557855,4,4.2,,,,,In_B In_C Off_B Off_C OS1,In_C Off_B Off_C OS1,POINT (-119.557855 34.410881),0 days 00:02:00,1.0068835365363649,POINT (-119.559138 34.411117),102.56877151236745,15.209059772976223,0
2020-05-15 18:12:00,2020-12,A69-9001-4324,5/15/2020 18:12,4281.56,6267.94,5.0,34.410519,-119.557022,1,6.2,,,,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.557022 34.410519),0 days 00:02:00,0.7206136402807427,POINT (-119.557855 34.410881),117.77783128534367,6.878587798671392,0
2020-05-15 18:14:00,2020-12,A69-9001-4324,5/15/2020 18:14,4354.11,6218.07,5.0,34.410069,-119.556233,7,3.6,,,,,In_B In_C Off_B Off_C OS1,In_B In_C Off_B Off_C OS1,POINT (-119.556233 34.410069),0 days 00:02:00,0.7337969512012851,POINT (-119.557022 34.410519),124.65641908401506,23.895763434819283,0
2020-05-15 18:15:00,2020-12,A69-9001-4324,5/15/2020 18:15,4408.66,6129.27,5.0,34.409269,-119.55564,4,3.6,,,,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,POINT (-119.55564 34.409269),0 days 00:01:00,1.735885696353584,POINT (-119.556233 34.410069),148.55218251883434,-8.411954960326913,0
2020-05-15 18:18:00,2020-12,A69-9001-4324,5/15/2020 18:18,4486.18,6036.89,5.0,34.408436,-119.554797,6,4.5,,,,,In_B In_C Off_B Off_C OS1,In_B In_C Off_B Off_C OS1,POINT (-119.554797 34.408436),0 days 00:03:00,0.6700299736348175,POINT (-119.55564 34.409269),140.14022755850743,-10.55159487245266,0
2020-05-15 18:22:00,2020-12,A69-9001-4324,5/15/2020 18:22,4662.93,5891.34,5.0,34.407124,-119.552874,4,4.0,,,,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.552874 34.407124),0 days 00:04:00,0.9541665403207795,POINT (-119.554797 34.408436),129.58863268605478,0.6495831779202444,0
2020-05-15 18:23:00,2020-12,A69-9001-4324,5/15/2020 18:23,4728.08,5836.36,5.0,34.406629,-119.552165,4,4.3,,,,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.552165 34.406629),0 days 00:01:00,1.4205300926031936,POINT (-119.552874 34.407124),130.23821586397503,9.298577895470086,0
2020-05-15 18:25:00,2020-12,A69-9001-4324,5/15/2020 18:25,4778.72,5777.4,5.0,34.406097,-119.551615,2,4.5,,,,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.551615 34.406097),0 days 00:02:00,0.6476393560477636,POINT (-119.552165 34.406629),139.53679375944512,23.36303562527144,0
2020-05-15 18:31:00,2020-12,A69-9001-4324,5/15/2020 18:31,4876.94,5459.34,5.0,34.40323,-119.550546,7,2.6,,,,,In_C In_D Off_D Off_E OS2,In_C In_D Off_D Off_E OS2,POINT (-119.550546 34.40323),0 days 00:06:00,0.9246588427425786,POINT (-119.551615 34.406097),162.89982938471655,-21.294028081046356,0
2020-05-15 18:33:00,2020-12,A69-9001-4324,5/15/2020 18:33,4955.05,5361.35,5.0,34.402346,-119.549697,7,2.8,,,,,In_D Off_D Off_E OS2 PB,In_D Off_D Off_E OS2 PB,POINT (-119.549697 34.402346),0 days 00:02:00,1.0444923140684566,POINT (-119.550546 34.40323),141.6058013036702,4.089548502971461,0
2020-05-15 18:36:00,2020-12,A69-9001-4324,5/15/2020 18:36,5012.16,5277.95,5.0,34.401595,-119.549076,3,2.7,,,,,In_D In_E Off_E OS2,In_D In_E Off_E OS2,POINT (-119.549076 34.401595),0 days 00:03:00,0.5610996517671814,POINT (-119.549697 34.402346),145.69534980664167,16.48535328163775,0
2020-05-15 18:37:00,2020-12,A69-9001-4324,5/15/2020 18:37,5035.5,5205.65,5.0,34.400943,-119.548822,1,7.3,,,,,In_D Off_E OS2,In_D Off_E OS2,POINT (-119.548822 34.400943),0 days 00:01:00,1.2667234037496589,POINT (-119.549076 34.401595),162.18070308827942,-21.598772578843075,0
2020-05-15 18:38:00,2020-12,A69-9001-4324,5/15/2020 18:38,5083.12,5147.96,5.0,34.400423,-119.548304,4,2.7,,,,,In_D In_E Off_E PB,In_D In_E Off_E PB,POINT (-119.548304 34.400423),0 days 00:01:00,1.246767090502663,POINT (-119.548822 34.400943),140.58193050943635,27.135953657780302,0
