t,TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,geometry,TIMEDELTA,speed,prev_pt,direction,turning_angle,state
2020-05-21 16:22:00,2020-19,A69-9006-7851,5/21/2020 16:22,3693.52,6541.54,4.7,34.412985,-119.563419,3,3.9,,,4.6995,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.563419 34.412985),0 days 00:00:00,1.1082921936110537,,81.81116532117812,0.0,1
2020-05-21 16:23:00,2020-19,A69-9006-7851,5/21/2020 16:23,3759.35,6550.95,4.093,34.41307,-119.562703,1,5.1,,,4.0931,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.562703 34.41307),0 days 00:01:00,1.1082921936110537,POINT (-119.563419 34.412985),81.81116532117812,-8.578758976318841,1
2020-05-21 16:24:00,2020-19,A69-9006-7851,5/21/2020 16:24,3807.43,6565.37,4.093,34.4132,-119.56218,1,5.8,,,4.0931,,In_A In_B Off_B OS1,In_A In_B Off_B,POINT (-119.56218 34.4132),0 days 00:01:00,0.8366347658317826,POINT (-119.562703 34.41307),73.23240634485927,45.14524247619375,1
2020-05-21 16:26:00,2020-19,A69-9006-7851,5/21/2020 16:26,3824.34,6556.35,3.79,34.413118,-119.561996,2,4.5,,,3.7899,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,POINT (-119.561996 34.413118),0 days 00:02:00,0.16005529322098297,POINT (-119.56218 34.4132),118.37764882105301,66.14549378487263,0
2020-05-21 16:28:00,2020-19,A69-9006-7851,5/21/2020 16:28,3823.72,6548.21,3.335,34.413045,-119.562003,2,4.4,,,3.3351,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,POINT (-119.562003 34.413045),0 days 00:02:00,0.0676950985059655,POINT (-119.561996 34.413118),184.5231426059256,-159.44262719376064,0
2020-05-21 16:29:00,2020-19,A69-9006-7851,5/21/2020 16:29,3829.1,6559.72,3.032,34.413149,-119.561944,1,5.7,,,3.0319,,In_A In_B Off_B OS1,In_A In_B Off_B,POINT (-119.561944 34.413149),0 days 00:01:00,0.21247043816094374,POINT (-119.562003 34.413045),25.08051541216497,-149.26557103700094,0
2020-05-21 16:33:00,2020-19,A69-9006-7851,5/21/2020 16:33,3818.44,6552.59,2.88,34.413084,-119.56206,2,4.4,,,2.8803,,In_A In_B Off_A OS1,In_A In_B Off_A OS1,POINT (-119.56206 34.413084),0 days 00:04:00,0.053638702073948316,POINT (-119.561944 34.413149),235.81494437516403,-2.5354478004882175,0
2020-05-21 16:34:00,2020-19,A69-9006-7851,5/21/2020 16:34,3810.08,6546.36,2.729,34.413028,-119.562151,5,3.7,,,2.7287,,In_A In_B Off_A Off_B OS1,In_A In_B Off_A Off_B OS1,POINT (-119.562151 34.413028),0 days 00:01:00,0.17367079408245575,POINT (-119.56206 34.413084),233.27949657467582,-71.03916871521008,0
2020-05-21 16:36:00,2020-19,A69-9006-7851,5/21/2020 16:36,3813.09,6536.86,3.184,34.412943,-119.562118,2,5.1,,,3.1835,,In_A Off_A Off_B OS1,In_A Off_A Off_B OS1,POINT (-119.562118 34.412943),0 days 00:02:00,0.0825425425278666,POINT (-119.562151 34.413028),162.24032785946576,73.11830250911447,0
2020-05-21 16:39:00,2020-19,A69-9006-7851,5/21/2020 16:39,3803.95,6530.57,3.032,34.412886,-119.562218,1,5.5,,,3.0319,,In_A Off_A OS1,In_A Off_A OS1,POINT (-119.562218 34.412886),0 days 00:03:00,0.06198902030676283,POINT (-119.562118 34.412943),235.35863036858024,-124.15814353378443,0
