TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX
2020-21,A69-9006-7849,8/14/2020 7:26,5361.12,4576.55,-0.607,34.395272,-119.545281,1,4.4,,,-0.6065,,In_F Mid_A Off_G,In_F Mid_A Off_G
2020-21,A69-9006-7849,8/14/2020 7:34,5383.41,4766.98,-0.607,34.396988,-119.545038,1,4.0,,,-0.6065,,In_E In_F Mid_A Off_F,In_E In_F Off_F
2020-21,A69-9006-7849,8/14/2020 7:36,5356.18,4830.64,-0.607,34.397562,-119.545334,1,3.4,,,-0.6065,,In_E In_F Mid_A Off_F,In_E In_F Off_F
2020-21,A69-9006-7849,8/14/2020 7:37,5339.74,4824.93,-0.607,34.397511,-119.545513,2,3.1,,,-0.6065,,In_E In_F Mid_A Off_F PB,In_E In_F Off_F PB
2020-21,A69-9006-7849,8/14/2020 7:40,5305.01,4796.69,-0.607,34.397256,-119.545891,2,2.9,,,-0.6065,,In_E In_F Mid_A Off_F,In_E In_F Mid_A Off_F
2020-21,A69-9006-7849,8/14/2020 7:42,5277.3,4838.57,-0.607,34.397634,-119.546192,4,2.6,,,-0.6065,,In_E In_F Mid_A Off_F PB,In_E In_F Mid_A Off_F PB
2020-21,A69-9006-7849,8/14/2020 7:44,5266.49,4872.73,-0.607,34.397942,-119.54631,2,2.6,,,-0.6065,,In_E Mid_A Off_F PB,In_E Mid_A Off_F PB
2020-21,A69-9006-7849,8/14/2020 7:47,5266.93,4951.9,-0.607,34.398655,-119.546305,15,2.4,,,-0.6065,,In_E In_F Mid_A Off_E Off_F PB,In_E In_F Mid_A Off_E Off_F PB
2020-21,A69-9006-7849,8/14/2020 7:48,5277.21,4981.24,-0.607,34.39892,-119.546193,3,2.8,,,-0.6065,,In_E Mid_A Off_F PB,In_E Mid_A Off_F PB
2020-21,A69-9006-7849,8/14/2020 7:49,5279.98,5019.85,-0.607,34.399268,-119.546163,1,4.1,,,-0.6065,,In_E Off_E Off_F,In_E Off_E Off_F
2020-21,A69-9006-7849,8/14/2020 7:52,5245.69,5076.27,-0.607,34.399777,-119.546536,3,3.2,,,-0.6065,,In_E In_F Off_E PB,In_E In_F Off_E PB
